Deutsche Bank,03/08/2023,1. Deutsche Bank kundigt massive Restrukturierung an,still open
Deutsche Bank,03/08/2023,2. Deutsche Bank schliesst 100 Filialen in Deutschland,still open
Deutsche Bank,03/08/2023,3. Deutsche Bank plant Abbau von 9.000 Stellen weltweit,still open
Deutsche Bank,03/08/2023,4. Deutsche Bank verzeichnet Rekordverlust im Jahr 2015,still open
Deutsche Bank,03/08/2023,5. Deutsche Bank-Chef weist Vorwurfe der Steuervermeidung zuruck,still open
Deutsche Bank,03/08/2023,6. Fuhrungswechsel bei der Deutschen Bank: Cryan lost Fitschen ab,still open
Deutsche Bank,03/08/2023,7. Deutsche Bank droht moglicherweise milliardenschwere Strafe in den USA,still open
Deutsche Bank,03/08/2023,8. Deutsche Bank-Chef John Cryan plant umfassenden Umbau des Unternehmens,still open
Deutsche Bank,03/08/2023,9. Deutsche Bank verbucht im dritten Quartal einen Verlust von 6,5 Milliarden Euro,still open
Deutsche Bank,03/08/2023,10. Deutsche Bank erhoht Vorsorge fur Rechtsstreitigkeiten auf 5,8 Milliarden Euro,still open
Deutsche Bank,03/08/2023,11. Deutsche Bank-Aktie sturzt ab: Anleger verlieren Vertrauen,still open
Deutsche Bank,03/08/2023,12. Deutsche Bank meldet weiteren Verlust im vierten Quartal 2015,still open
Deutsche Bank,03/08/2023,13. Deutsche Bank beschliesst Verkauf ihrer Tochtergesellschaft Postbank,still open
Deutsche Bank,03/08/2023,14. Deutsche Bank muss Strafe von 2,5 Milliarden Dollar in den USA zahlen,still open
Deutsche Bank,03/08/2023,15. Deutsche Bank plant Sale-and-Leaseback-Deals mit eigenen Immobilien,still open
Deutsche Bank,03/08/2023,16. Deutsche Bank pruft Verkauf von Teilen des Investmentbankings,still open
Deutsche Bank,03/08/2023,17. Deutsche Bank erwagt Fusion mit Commerzbank,still open
Deutsche Bank,03/08/2023,18. Deutsche Bank plant Verkauf von Anteilen an der Hua Xia Bank in China,still open
Deutsche Bank,03/08/2023,19. Deutsche Bank wird wegen umstrittenem Investment in Russland verklagt,still open
